Datetime,Open,High,Low,Close,Volume,sentiment_score,EMA_5,EMA_8,EMA_13,EMA_12,EMA_26,MACD,Signal_Line,BB_Mid,BB_Upper,BB_Lower,RSI_14,Lowest_Low,Highest_High,Stoch_K,Stoch_D,ATR_14,OBV,Fib_23,Fib_38,Fib_50,Fib_61,Fib_78,impact,actual,forecast,previous,eurusd_signal
2024-08-23 17:00:00,1.11138,1.11842,1.11135,1.11742,14697,0.0001,1.113567251689838,1.1130260090261792,1.1126749544435415,1.1127195868950122,1.1125195108399342,0.0002000760550779912,-0.00015325011410027834,1.1121555,1.1149059830197805,1.1094050169802196,76.16777883698785,1.1105,1.11842,87.37373737373865,45.56758056757789,0.007919999999999927,10226.0,1.1153756,1.1134922,1.11197,1.1104478,1.1082806,2,11400.0,0.0,8500.0,0
2024-08-23 18:00:00,1.11743,1.11957,1.11731,1.11749,6941,0.0001,1.1148748344598922,1.1140180070203616,1.1133628180944641,1.113453496603472,1.1128876952221614,0.0005658013813105711,-9.439815018108438e-06,1.1124915000000002,1.1160519214712066,1.1089310785287938,74.43762781186123,1.1105,1.11957,77.06725468577861,66.17730038347429,0.009069999999999911,17167.0,1.1162542,1.1142029,1.112545,1.1108871,1.1085267,2,11400.0,0.0,8500.0,0
2024-08-23 19:00:00,1.11748,1.11784,1.11638,1.11734,4984,0.0001,1.1156965563065948,1.1147562276825034,1.1139309869381122,1.1140514202029377,1.1132174955760754,0.0008339246268622702,0.0001592330733579673,1.1128015,1.116904727356221,1.108698272643779,75.12899896800796,1.1105,1.11957,75.41345093715573,79.95148099889099,0.009069999999999911,12183.0,1.1162542,1.1142029,1.112545,1.1108871,1.1085267,2,11400.0,0.0,8500.0,0
2024-08-23 20:00:00,1.11733,1.11972,1.11725,1.11921,3844,0.0001,1.1168677042043966,1.1157459548641693,1.1146851316612392,1.1148450478640242,1.1136613847926624,0.0011836630713617513,0.0003641190729587241,1.1132075,1.1181239851587073,1.1082910148412926,79.42708333333343,1.1105,1.11972,94.46854663774393,82.31641742022607,0.009220000000000006,16027.0,1.1163688,1.1142956,1.1126200000000002,1.1109444000000002,1.1085588,2,11400.0,0.0,8500.0,0
2024-08-23 21:00:00,1.1192,1.12004,1.11851,1.11869,3297,0.0001,1.1174751361362645,1.116400187116576,1.1152572557096336,1.1154365789618665,1.1140338748080207,0.0014027041538458018,0.0005718360891361397,1.1135765,1.1189772846408501,1.1081757153591498,75.40425531914875,1.1105,1.12004,85.8490566037738,85.24368472622447,0.009539999999999882,12730.0,1.11661328,1.11449336,1.1127799999999999,1.11106664,1.10862728,2,11400.0,0.0,8500.0,0
2024-08-23 22:00:00,1.11868,1.11951,1.11851,1.11908,2238,0.0001,1.1180100907575097,1.1169957010906704,1.1158033620368288,1.1159971052754254,1.1144076618592784,0.001589443416146974,0.0007753575545383066,1.113953,1.1197911146920814,1.1081148853079186,77.66582703610379,1.1105,1.12004,89.93710691824045,90.08490338658605,0.009539999999999882,14968.0,1.11661328,1.11449336,1.1127799999999999,1.11106664,1.10862728,2,11400.0,0.0,8500.0,0
2024-08-23 23:00:00,1.11907,1.11938,1.11871,1.11881,1415,0.0001,1.1182767271716734,1.117398878626077,1.1162328817458533,1.1164298583099752,1.1147337609808134,0.001696097329161761,0.0009595055094629977,1.114297,1.1204362305363909,1.1081577694636093,75.3367003367002,1.1105,1.12004,87.1069182389952,87.6310272536698,0.009539999999999882,13553.0,1.11661328,1.11449336,1.1127799999999999,1.11106664,1.10862728,2,11400.0,0.0,8500.0,0
2024-08-26 00:00:00,1.11869,1.11943,1.11869,1.11897,652,-1.0,1.118507818114449,1.117748016709171,1.116623898639303,1.1168206493392099,1.1150475564637161,0.0017730928754937647,0.001122222982669151,1.11461,1.121039982401548,1.1081800175984522,81.77737881507962,1.1105,1.12004,88.78406708595475,88.60936408106346,0.009539999999999882,14205.0,1.11661328,1.11449336,1.1127799999999999,1.11106664,1.10862728,2,0.0,0.0,0.0,0
2024-08-26 01:00:00,1.119,1.11932,1.11863,1.11909,1465,-1.0,1.1187018787429661,1.118046235218244,1.1169761988336884,1.1171697802101006,1.115346996725663,0.0018227834844375401,0.001262335083022829,1.114941,1.1215851391664506,1.1082968608335493,81.39321723189624,1.1105,1.12004,90.04192872117382,88.64430468204125,0.009539999999999882,15670.0,1.11661328,1.11449336,1.1127799999999999,1.11106664,1.10862728,2,0.0,0.0,0.0,0
2024-08-26 02:00:00,1.11908,1.1192,1.11859,1.11892,1984,-1.0,1.118774585828644,1.1182404051697454,1.11725388471459,1.1174390447931621,1.1156116636348734,0.0018273811582887323,0.0013753442980760098,1.1152655,1.122026192817192,1.108504807182808,84.49096098953216,1.1105,1.12004,88.25995807127858,89.02865129280237,0.009539999999999882,13686.0,1.11661328,1.11449336,1.1127799999999999,1.11106664,1.10862728,1,-0.0139999999999999,0.0,-0.032,1
2024-08-26 03:00:00,1.11893,1.12011,1.11864,1.11931,3134,-1.0,1.118953057219096,1.118478092909802,1.1175476154696486,1.1177268840557526,1.1158856144767346,0.001841269579017979,0.0014685293542644035,1.115595,1.1224746435036164,1.1087153564963834,84.75210477081234,1.1105,1.12011,91.67533818938688,89.99240832727975,0.009609999999999896,16820.0,1.11666676,1.11453662,1.1128149999999999,1.11109338,1.10864226,2,86.6,86.0,87.0,0
2024-08-26 04:00:00,1.1193,1.11998,1.11868,1.1189,2658,-1.0,1.1189353714793975,1.118571850040957,1.1177408132596989,1.1179073634317906,1.1161089022932729,0.0017984611385177818,0.0015345157111150791,1.1159155,1.122783315020653,1.1090476849793471,81.84281842818262,1.1105,1.12011,87.40894901144696,89.11474842403747,0.009609999999999896,14162.0,1.11666676,1.11453662,1.1128149999999999,1.11109338,1.10864226,2,86.6,86.0,87.0,0
2024-08-26 05:00:00,1.11891,1.11943,1.11853,1.11863,1862,-1.0,1.118833580986265,1.1185847722540776,1.1178678399368849,1.1180185382884382,1.1162956502715489,0.0017228880168893568,0.0015721901722699346,1.1162075000000002,1.1230120986772119,1.1094029013227886,83.50230414746449,1.1105,1.12011,84.5993756503648,87.89455428373287,0.009609999999999896,12300.0,1.11666676,1.11453662,1.1128149999999999,1.11109338,1.10864226,2,86.6,86.0,87.0,0
2024-08-26 06:00:00,1.11862,1.11883,1.11812,1.11829,1432,-1.0,1.1186523873241767,1.1185192673087272,1.11792814851733,1.1180603016286785,1.1164433798810638,0.0016169217476147413,0.0015811364873388961,1.1165275,1.123074257735102,1.1099807422648977,80.89686098654616,1.11135,1.12011,79.22374429223792,83.74402298468323,0.008759999999999879,10868.0,1.11666676,1.11453662,1.1128149999999999,1.11109338,1.10864226,2,86.6,86.0,87.0,0
2024-08-26 07:00:00,1.1183,1.11857,1.11817,1.11829,1250,-0.0188,1.1185315915494511,1.1184683190178988,1.117979841586283,1.118095639839651,1.1165801665565405,0.0015154732831106354,0.001568003846493244,1.1168299999999998,1.1230956759201907,1.1105643240798089,58.47953216374148,1.11638,1.12011,51.20643431635583,71.67651808631952,0.003730000000000011,10868.0,1.11666676,1.11453662,1.1128149999999999,1.11109338,1.10864226,2,86.6,86.0,87.0,0
