Datetime,Open,High,Low,Close,Volume
2024-08-27 12:00:00,1.11657,1.11783,1.11657,1.11677,3303
2024-08-27 13:00:00,1.11676,1.11695,1.11613,1.11656,3056
2024-08-27 14:00:00,1.11657,1.11693,1.116,1.11602,3161
2024-08-27 15:00:00,1.11601,1.11642,1.11498,1.11575,4592
2024-08-27 16:00:00,1.11573,1.11693,1.11521,1.11672,4919
2024-08-27 17:00:00,1.11672,1.11713,1.11623,1.11657,6587
2024-08-27 18:00:00,1.11656,1.11694,1.11582,1.11594,3992
2024-08-27 19:00:00,1.11595,1.11672,1.11591,1.11653,2614
2024-08-27 20:00:00,1.11652,1.11821,1.11639,1.11797,2868
2024-08-27 21:00:00,1.11798,1.11901,1.11796,1.11854,2681
2024-08-27 22:00:00,1.11853,1.11853,1.11809,1.1184,1580
2024-08-27 23:00:00,1.11839,1.11854,1.11778,1.11804,928
2024-08-28 00:00:00,1.11778,1.11844,1.11776,1.1183,1241
2024-08-28 01:00:00,1.11829,1.11846,1.11829,1.11835,576
2024-08-28 02:00:00,1.11832,1.11841,1.11742,1.11765,817
2024-08-28 03:00:00,1.11766,1.11795,1.1174,1.11793,1838
2024-08-28 04:00:00,1.11792,1.11794,1.11715,1.11733,2114
2024-08-28 05:00:00,1.11734,1.11773,1.11661,1.11661,1646
2024-08-28 06:00:00,1.11663,1.11687,1.11619,1.11653,1291
2024-08-28 07:00:00,1.11654,1.11675,1.11577,1.1159,1219
2024-08-28 08:00:00,1.11589,1.11603,1.11392,1.11434,2628
2024-08-28 09:00:00,1.11435,1.11509,1.11345,1.11478,3514
2024-08-28 10:00:00,1.11479,1.11586,1.11478,1.11556,4072
2024-08-28 11:00:00,1.11557,1.11589,1.11385,1.11409,3834
2024-08-28 12:00:00,1.11408,1.11451,1.11326,1.11353,3908
2024-08-28 13:00:00,1.11354,1.11371,1.11215,1.11247,3633
2024-08-28 14:00:00,1.11249,1.11306,1.11169,1.11201,3585
2024-08-28 15:00:00,1.11202,1.11226,1.11045,1.11114,4950
2024-08-28 16:00:00,1.11113,1.11216,1.111,1.11107,6026
2024-08-28 17:00:00,1.11108,1.11373,1.11102,1.11297,6775
2024-08-28 18:00:00,1.11296,1.11307,1.11208,1.11255,4780
2024-08-28 19:00:00,1.11256,1.11257,1.11097,1.11143,3795
2024-08-28 20:00:00,1.11142,1.11167,1.11048,1.11062,3176
2024-08-28 21:00:00,1.11063,1.11157,1.1105,1.11154,2532
2024-08-28 22:00:00,1.11153,1.11175,1.11125,1.11127,2260
2024-08-28 23:00:00,1.11126,1.11196,1.11118,1.11187,1303
2024-08-29 00:00:00,1.11191,1.11192,1.11164,1.11192,209
2024-08-29 01:00:00,1.11192,1.11239,1.11181,1.11235,920
2024-08-29 02:00:00,1.11236,1.11257,1.11222,1.1124,812
2024-08-29 03:00:00,1.11241,1.1132,1.11236,1.11309,1781
2024-08-29 04:00:00,1.1131,1.11334,1.1128,1.11286,1409
2024-08-29 05:00:00,1.11284,1.11317,1.11268,1.1131,1130
2024-08-29 06:00:00,1.11311,1.11353,1.11295,1.11353,1065
2024-08-29 07:00:00,1.11352,1.11365,1.11328,1.11349,1235
2024-08-29 08:00:00,1.1135,1.11374,1.11315,1.11351,1756
2024-08-29 09:00:00,1.11348,1.11396,1.11252,1.11276,2904
2024-08-29 10:00:00,1.11278,1.11309,1.11158,1.11295,4337
2024-08-29 11:00:00,1.11289,1.11289,1.10714,1.10844,8096
2024-08-29 12:00:00,1.10847,1.10986,1.10828,1.10933,3815
2024-08-29 13:00:00,1.10934,1.10995,1.10869,1.1097,3023
2024-08-29 14:00:00,1.10969,1.10993,1.10909,1.10957,2961
2024-08-29 15:00:00,1.10956,1.10974,1.10724,1.10836,8956
2024-08-29 16:00:00,1.10837,1.10891,1.10722,1.10817,6877
2024-08-29 17:00:00,1.10818,1.10828,1.10552,1.10694,7132
2024-08-29 18:00:00,1.10693,1.1085,1.10664,1.10843,4338
2024-08-29 19:00:00,1.10844,1.10875,1.10778,1.10812,3741
2024-08-29 20:00:00,1.10811,1.10849,1.10779,1.10832,3452
2024-08-29 21:00:00,1.10834,1.10841,1.10748,1.10786,3697
2024-08-29 22:00:00,1.10787,1.10809,1.10742,1.10749,2821
2024-08-29 23:00:00,1.10752,1.10786,1.10746,1.10767,1094
2024-08-30 00:00:00,1.10767,1.10794,1.10712,1.10774,665
2024-08-30 01:00:00,1.1078,1.10798,1.1077,1.10797,477
2024-08-30 02:00:00,1.10796,1.10828,1.10784,1.10795,877
2024-08-30 03:00:00,1.10797,1.10824,1.10783,1.10801,1565
2024-08-30 04:00:00,1.108,1.10816,1.10709,1.10709,2224
2024-08-30 05:00:00,1.1071,1.1073,1.10693,1.10715,1148
2024-08-30 06:00:00,1.10714,1.10759,1.10707,1.10733,980
2024-08-30 07:00:00,1.10732,1.1077,1.10713,1.10735,1095
2024-08-30 08:00:00,1.10736,1.10774,1.1073,1.10766,1351
2024-08-30 09:00:00,1.10765,1.10849,1.10739,1.10845,2771
2024-08-30 10:00:00,1.10846,1.10884,1.10747,1.10836,4075
2024-08-30 11:00:00,1.10837,1.10947,1.10731,1.10744,3868
2024-08-30 12:00:00,1.10744,1.1085,1.10743,1.10823,3621
2024-08-30 13:00:00,1.10826,1.10838,1.10741,1.10788,3083
2024-08-30 14:00:00,1.10787,1.10878,1.10777,1.10814,3186
2024-08-30 15:00:00,1.10812,1.10876,1.10572,1.10676,6672
2024-08-30 16:00:00,1.10681,1.10754,1.10533,1.10717,7286
2024-08-30 17:00:00,1.10719,1.10797,1.10613,1.10682,8930
2024-08-30 18:00:00,1.10683,1.10715,1.10525,1.10593,5733
2024-08-30 19:00:00,1.10592,1.10593,1.10434,1.1049,3945
2024-08-30 20:00:00,1.10491,1.10563,1.10478,1.10521,2934
2024-08-30 21:00:00,1.1052,1.10558,1.1049,1.10513,2193
2024-08-30 22:00:00,1.10512,1.10544,1.10469,1.10517,3061
2024-08-30 23:00:00,1.10516,1.10548,1.1042,1.10434,1639
2024-09-02 00:00:00,1.10439,1.10487,1.10438,1.10473,249
2024-09-02 01:00:00,1.10473,1.10492,1.10438,1.10454,657
2024-09-02 02:00:00,1.10453,1.10467,1.10437,1.10441,1045
2024-09-02 03:00:00,1.1044,1.10554,1.10415,1.1053,1497
2024-09-02 04:00:00,1.10531,1.10552,1.10498,1.10508,1752
2024-09-02 05:00:00,1.10505,1.10532,1.10454,1.1051,1457
2024-09-02 06:00:00,1.10509,1.1055,1.1048,1.10481,1251
2024-09-02 07:00:00,1.1048,1.10481,1.10434,1.10479,859
2024-09-02 08:00:00,1.1048,1.1056,1.10449,1.10548,1165
2024-09-02 09:00:00,1.10547,1.10698,1.10544,1.10651,2277
2024-09-02 10:00:00,1.10652,1.10681,1.10554,1.10661,3687
2024-09-02 11:00:00,1.10662,1.10769,1.10636,1.10671,3469
2024-09-02 12:00:00,1.10672,1.10724,1.1063,1.10686,2926
2024-09-02 13:00:00,1.10688,1.107,1.10608,1.10659,2375
2024-09-02 14:00:00,1.1066,1.10684,1.10592,1.10592,2663
2024-09-02 15:00:00,1.10591,1.1071,1.1058,1.10674,2684
2024-09-02 16:00:00,1.10675,1.10715,1.10658,1.10675,2744
2024-09-02 17:00:00,1.10674,1.10711,1.10595,1.10685,3109
2024-09-02 18:00:00,1.10684,1.10704,1.10633,1.10674,1628
2024-09-02 19:00:00,1.10673,1.10678,1.10619,1.10654,1065
2024-09-02 20:00:00,1.10655,1.10683,1.10655,1.10683,299
2024-09-02 21:00:00,1.10682,1.1071,1.10679,1.10704,271
2024-09-02 22:00:00,1.10703,1.10722,1.10702,1.10717,331
2024-09-02 23:00:00,1.10717,1.1072,1.10662,1.10662,390
2024-09-03 00:00:00,1.10652,1.10718,1.10652,1.10701,816
2024-09-03 01:00:00,1.107,1.10723,1.10661,1.10663,411
2024-09-03 02:00:00,1.10662,1.10677,1.10641,1.10667,671
2024-09-03 03:00:00,1.10668,1.10683,1.10585,1.10602,2068
2024-09-03 04:00:00,1.10601,1.10678,1.10596,1.10665,2099
2024-09-03 05:00:00,1.10668,1.10698,1.10625,1.1063,1468
2024-09-03 06:00:00,1.10629,1.1063,1.10569,1.10576,1517
2024-09-03 07:00:00,1.10573,1.10583,1.10535,1.10537,1724
2024-09-03 08:00:00,1.10536,1.10594,1.10535,1.10587,1619
2024-09-03 09:00:00,1.10584,1.10613,1.10506,1.10613,3043
2024-09-03 10:00:00,1.10615,1.10673,1.10551,1.10552,4632
2024-09-03 11:00:00,1.10551,1.10593,1.10475,1.10481,4342
2024-09-03 12:00:00,1.1048,1.10502,1.10337,1.10396,4387
2024-09-03 13:00:00,1.10394,1.10413,1.10327,1.10348,3517
2024-09-03 14:00:00,1.10347,1.10424,1.10333,1.10358,3340
2024-09-03 15:00:00,1.10357,1.10521,1.1033,1.10484,4669
2024-09-03 16:00:00,1.1048,1.10687,1.10476,1.10687,6790
2024-09-03 17:00:00,1.10682,1.10684,1.10365,1.10413,10487
2024-09-03 18:00:00,1.10414,1.1044,1.10355,1.10418,4355
2024-09-03 19:00:00,1.10417,1.10468,1.10375,1.10389,2913
2024-09-03 20:00:00,1.10388,1.10395,1.10258,1.10275,2531
2024-09-03 21:00:00,1.10272,1.10388,1.1026,1.10375,2260
2024-09-03 22:00:00,1.10376,1.10416,1.10369,1.10415,2523
2024-09-03 23:00:00,1.10414,1.10439,1.10392,1.10425,1097
2024-09-04 00:00:00,1.10429,1.10446,1.10356,1.10444,1344
2024-09-04 01:00:00,1.10439,1.10464,1.10389,1.10452,1125
2024-09-04 02:00:00,1.10453,1.105,1.10446,1.10472,1370
2024-09-04 03:00:00,1.10473,1.10509,1.1046,1.10477,2999
2024-09-04 04:00:00,1.10476,1.10558,1.10471,1.10527,2411
2024-09-04 05:00:00,1.10528,1.10558,1.10489,1.10521,1654
2024-09-04 06:00:00,1.1052,1.10548,1.10498,1.10534,1219
2024-09-04 07:00:00,1.10535,1.10567,1.1053,1.10559,1020
2024-09-04 08:00:00,1.10558,1.10595,1.10541,1.10575,1588
2024-09-04 09:00:00,1.10574,1.10575,1.10469,1.10528,3298
2024-09-04 10:00:00,1.1053,1.10624,1.10463,1.10552,5280
2024-09-04 11:00:00,1.10551,1.10584,1.10491,1.10515,3663
2024-09-04 12:00:00,1.10514,1.10582,1.10498,1.10527,2839
2024-09-04 13:00:00,1.10528,1.10553,1.10496,1.10526,2431
2024-09-04 14:00:00,1.10527,1.10535,1.10423,1.10499,3178
2024-09-04 15:00:00,1.105,1.10521,1.10395,1.10519,3867
2024-09-04 16:00:00,1.1052,1.10588,1.10495,1.10568,4695
2024-09-04 17:00:00,1.10573,1.10947,1.10569,1.10892,9718
2024-09-04 18:00:00,1.10893,1.10913,1.1076,1.10803,4424
2024-09-04 19:00:00,1.10804,1.10863,1.10754,1.10836,2873
2024-09-04 20:00:00,1.10835,1.10858,1.10654,1.10656,2453
2024-09-04 21:00:00,1.10657,1.10763,1.10648,1.10756,3197
2024-09-04 22:00:00,1.10755,1.10822,1.10745,1.10778,2510
2024-09-04 23:00:00,1.10776,1.10832,1.1075,1.1081,1330
2024-09-05 00:00:00,1.1079,1.10832,1.10784,1.10832,483
2024-09-05 01:00:00,1.10832,1.10861,1.10822,1.10846,784
2024-09-05 02:00:00,1.10847,1.10849,1.10785,1.10796,1465
2024-09-05 03:00:00,1.10795,1.10814,1.10753,1.10787,2330
2024-09-05 04:00:00,1.10788,1.10851,1.1077,1.10784,2555
2024-09-05 05:00:00,1.10783,1.1083,1.10779,1.10791,1639
2024-09-05 06:00:00,1.10792,1.10793,1.10757,1.10766,1171
2024-09-05 07:00:00,1.10765,1.10774,1.10742,1.10764,962
2024-09-05 08:00:00,1.10763,1.10803,1.10761,1.108,1449
2024-09-05 09:00:00,1.10801,1.10878,1.10792,1.10832,3357
2024-09-05 10:00:00,1.10833,1.10898,1.10793,1.10867,4409
2024-09-05 11:00:00,1.10866,1.10997,1.10835,1.10984,3720
2024-09-05 12:00:00,1.10986,1.11,1.10923,1.10942,3223
2024-09-05 13:00:00,1.10943,1.10992,1.10917,1.10981,2276
2024-09-05 14:00:00,1.10982,1.11078,1.10926,1.1095,2669
2024-09-05 15:00:00,1.10952,1.11192,1.10866,1.10929,8714
2024-09-05 16:00:00,1.1093,1.11078,1.10901,1.11008,6664
2024-09-05 17:00:00,1.11007,1.11043,1.10758,1.10795,8959
2024-09-05 18:00:00,1.10791,1.10954,1.10777,1.10952,4753
2024-09-05 19:00:00,1.10951,1.11048,1.10949,1.11004,3108
2024-09-05 20:00:00,1.11005,1.11068,1.1099,1.11062,2629
2024-09-05 21:00:00,1.11063,1.11128,1.1102,1.11036,1915
2024-09-05 22:00:00,1.11037,1.11073,1.11024,1.11033,2233
2024-09-05 23:00:00,1.11035,1.11107,1.11035,1.11099,1076
2024-09-06 00:00:00,1.11091,1.1111,1.11039,1.11085,589
2024-09-06 01:00:00,1.11085,1.11106,1.11081,1.11093,612
2024-09-06 02:00:00,1.11092,1.11119,1.11081,1.11106,640
2024-09-06 03:00:00,1.11107,1.11142,1.11091,1.11129,1524
2024-09-06 04:00:00,1.11128,1.11135,1.11094,1.11102,1261
2024-09-06 05:00:00,1.11104,1.11122,1.11087,1.11107,907
2024-09-06 06:00:00,1.11108,1.11157,1.11104,1.11148,857
2024-09-06 07:00:00,1.11147,1.11171,1.11133,1.11155,832
2024-09-06 08:00:00,1.11154,1.11181,1.11135,1.11162,1436
2024-09-06 09:00:00,1.11162,1.11204,1.11137,1.11202,2327
2024-09-06 10:00:00,1.11201,1.11201,1.11104,1.11155,3409
2024-09-06 11:00:00,1.11156,1.11203,1.11124,1.11167,3071
2024-09-06 12:00:00,1.11166,1.11167,1.11069,1.11125,2749
2024-09-06 13:00:00,1.11126,1.11133,1.11064,1.1107,2321
2024-09-06 14:00:00,1.11069,1.11093,1.11021,1.11066,2936
2024-09-06 15:00:00,1.11067,1.1155,1.10793,1.11205,12521
2024-09-06 16:00:00,1.11207,1.11251,1.10651,1.10829,12478
2024-09-06 17:00:00,1.1083,1.11128,1.10726,1.11015,11603
2024-09-06 18:00:00,1.11012,1.11347,1.10826,1.1085,12698
2024-09-06 19:00:00,1.10849,1.1085,1.10692,1.10761,5320
2024-09-06 20:00:00,1.10762,1.10889,1.10691,1.10845,4043
2024-09-06 21:00:00,1.10844,1.10864,1.10776,1.10857,3540
2024-09-06 22:00:00,1.10858,1.1089,1.10818,1.10876,2825
2024-09-06 23:00:00,1.1088,1.10884,1.10795,1.10796,1665
2024-09-09 00:00:00,1.1081,1.10833,1.10801,1.10825,346
2024-09-09 01:00:00,1.10825,1.109,1.10825,1.10863,1646
2024-09-09 02:00:00,1.10864,1.10905,1.1086,1.10861,2139
2024-09-09 03:00:00,1.10862,1.10906,1.10819,1.10827,2079
2024-09-09 04:00:00,1.10828,1.10905,1.10808,1.10817,2510
2024-09-09 05:00:00,1.10816,1.10828,1.108,1.10802,1273
2024-09-09 06:00:00,1.10801,1.10813,1.10782,1.10793,1064
2024-09-09 07:00:00,1.10792,1.10797,1.10742,1.10752,1079
2024-09-09 08:00:00,1.10753,1.10754,1.10683,1.10685,1192
2024-09-09 09:00:00,1.10687,1.10714,1.10601,1.10643,2854
2024-09-09 10:00:00,1.10644,1.10657,1.10545,1.10586,4586
2024-09-09 11:00:00,1.10585,1.1062,1.10451,1.10471,3708
2024-09-09 12:00:00,1.1047,1.10586,1.10451,1.10556,3073
2024-09-09 13:00:00,1.10557,1.10562,1.10364,1.10397,2864
2024-09-09 14:00:00,1.10396,1.10445,1.10352,1.10441,2568
2024-09-09 15:00:00,1.10442,1.10485,1.10375,1.10392,3888
2024-09-09 16:00:00,1.10391,1.10517,1.10389,1.10466,4249
2024-09-09 17:00:00,1.10465,1.10466,1.10335,1.10417,4900
2024-09-09 18:00:00,1.10418,1.10444,1.10349,1.1041,3503
2024-09-09 19:00:00,1.10411,1.10504,1.1041,1.10485,2564
2024-09-09 20:00:00,1.10484,1.10532,1.10429,1.10431,2287
2024-09-09 21:00:00,1.1043,1.10459,1.1041,1.10424,1855
2024-09-09 22:00:00,1.10422,1.10425,1.1037,1.10371,1800
2024-09-09 23:00:00,1.1037,1.10388,1.10325,1.10325,1295
2024-09-10 00:00:00,1.10317,1.10373,1.10316,1.10365,890
2024-09-10 01:00:00,1.10367,1.10392,1.10347,1.10371,669
2024-09-10 02:00:00,1.1037,1.10378,1.1034,1.10348,635
2024-09-10 03:00:00,1.10347,1.10348,1.10278,1.10302,1767
2024-09-10 04:00:00,1.10303,1.10349,1.10301,1.10343,1779
2024-09-10 05:00:00,1.10344,1.10357,1.10322,1.10343,895
2024-09-10 06:00:00,1.10344,1.10387,1.10344,1.10379,687
2024-09-10 07:00:00,1.1038,1.10401,1.10356,1.10395,626
2024-09-10 08:00:00,1.10394,1.10422,1.10376,1.10392,996
2024-09-10 09:00:00,1.10393,1.10491,1.10333,1.10477,2758
2024-09-10 10:00:00,1.10476,1.10476,1.10364,1.10367,3689
2024-09-10 11:00:00,1.10368,1.10396,1.10331,1.10373,2812
2024-09-10 12:00:00,1.10372,1.10417,1.10319,1.10383,2420
2024-09-10 13:00:00,1.10382,1.10413,1.10333,1.10403,2030
2024-09-10 14:00:00,1.10402,1.10434,1.10262,1.10307,2794
2024-09-10 15:00:00,1.10306,1.10364,1.10261,1.10293,4169
2024-09-10 16:00:00,1.10294,1.10344,1.10169,1.10191,4601
2024-09-10 17:00:00,1.1019,1.1023,1.10147,1.10182,5224
2024-09-10 18:00:00,1.10183,1.10268,1.10169,1.10245,3263
2024-09-10 19:00:00,1.10244,1.10285,1.10221,1.10262,2645
2024-09-10 20:00:00,1.10261,1.10274,1.10221,1.10225,2353
2024-09-10 21:00:00,1.10226,1.10266,1.10202,1.1024,1887
2024-09-10 22:00:00,1.10238,1.10271,1.10217,1.10264,1735
2024-09-10 23:00:00,1.10263,1.10264,1.10176,1.1019,1203
2024-09-11 00:00:00,1.1018,1.10192,1.1018,1.10188,525
2024-09-11 01:00:00,1.10188,1.10212,1.10185,1.10193,616
2024-09-11 02:00:00,1.10194,1.10233,1.10188,1.10196,636
2024-09-11 03:00:00,1.10197,1.10222,1.10163,1.10197,1714
2024-09-11 04:00:00,1.10196,1.10397,1.10178,1.10363,2829
2024-09-11 05:00:00,1.10362,1.10439,1.10323,1.10327,2150
2024-09-11 06:00:00,1.10326,1.10421,1.1031,1.10381,1587
2024-09-11 07:00:00,1.10382,1.10466,1.10375,1.1046,1780
2024-09-11 08:00:00,1.10461,1.10509,1.10416,1.10416,1962
2024-09-11 09:00:00,1.10417,1.10486,1.10403,1.10447,2965
2024-09-11 10:00:00,1.10448,1.10515,1.10398,1.10406,3921
2024-09-11 11:00:00,1.10404,1.10475,1.10361,1.10432,3212
2024-09-11 12:00:00,1.10431,1.10484,1.10414,1.10415,2642
2024-09-11 13:00:00,1.10414,1.10485,1.10381,1.10482,2388
2024-09-11 14:00:00,1.10483,1.10544,1.10422,1.1043,2811
2024-09-11 15:00:00,1.10431,1.10484,1.1003,1.1016,11277
2024-09-11 16:00:00,1.10161,1.10258,1.10092,1.10125,8567
2024-09-11 17:00:00,1.10124,1.10148,1.10015,1.10107,8407
2024-09-11 18:00:00,1.10111,1.10163,1.10071,1.10111,4837
2024-09-11 19:00:00,1.10108,1.10172,1.10094,1.10155,3593
2024-09-11 20:00:00,1.10157,1.10204,1.10146,1.1018,3794
2024-09-11 21:00:00,1.10181,1.10222,1.10175,1.10178,2426
2024-09-11 22:00:00,1.10177,1.10262,1.10155,1.10175,2563
2024-09-11 23:00:00,1.10176,1.10176,1.10106,1.10113,1136
2024-09-12 00:00:00,1.1008,1.10143,1.10073,1.10122,615
2024-09-12 01:00:00,1.10122,1.10145,1.10108,1.10119,528
2024-09-12 02:00:00,1.1012,1.10125,1.10097,1.10097,690
2024-09-12 03:00:00,1.10096,1.10113,1.10055,1.10063,1502
2024-09-12 04:00:00,1.10061,1.10123,1.10061,1.10108,1621
2024-09-12 05:00:00,1.10112,1.10119,1.10072,1.10093,1240
2024-09-12 06:00:00,1.10092,1.10136,1.10092,1.10131,737
2024-09-12 07:00:00,1.10132,1.10164,1.10131,1.10159,672
2024-09-12 08:00:00,1.10158,1.10215,1.10148,1.10215,1134
2024-09-12 09:00:00,1.10213,1.10234,1.10072,1.10077,2431
2024-09-12 10:00:00,1.1008,1.10153,1.10055,1.10072,3915
2024-09-12 11:00:00,1.10071,1.10214,1.1005,1.10151,3237
2024-09-12 12:00:00,1.10153,1.10196,1.10123,1.1014,2602
2024-09-12 13:00:00,1.10141,1.1023,1.1014,1.10213,2219
2024-09-12 14:00:00,1.10212,1.10228,1.10125,1.10133,2512
2024-09-12 15:00:00,1.10136,1.10321,1.10084,1.10246,9578
2024-09-12 16:00:00,1.10247,1.10403,1.10242,1.10362,7974
2024-09-12 17:00:00,1.10361,1.10467,1.10293,1.10396,5991
2024-09-12 18:00:00,1.10397,1.10422,1.10303,1.10396,3790
2024-09-12 19:00:00,1.10397,1.10476,1.10365,1.10458,2985
2024-09-12 20:00:00,1.10457,1.10563,1.1042,1.10558,3615
2024-09-12 21:00:00,1.10557,1.1062,1.10507,1.10602,3887
2024-09-12 22:00:00,1.10601,1.10712,1.10595,1.107,3337
2024-09-12 23:00:00,1.10698,1.10746,1.1068,1.10696,1904
2024-09-13 00:00:00,1.10718,1.1074,1.10675,1.1074,294
2024-09-13 01:00:00,1.10739,1.10751,1.10699,1.10714,882
2024-09-13 02:00:00,1.10713,1.10787,1.10712,1.10781,1185
2024-09-13 03:00:00,1.10779,1.10869,1.10771,1.10867,2173
2024-09-13 04:00:00,1.10866,1.10885,1.10798,1.10813,2008
2024-09-13 05:00:00,1.10814,1.10895,1.10789,1.10861,1984
2024-09-13 06:00:00,1.1086,1.10897,1.10836,1.10865,1324
2024-09-13 07:00:00,1.10866,1.10879,1.10836,1.10839,1099
2024-09-13 08:00:00,1.10838,1.10858,1.10811,1.10821,1334
2024-09-13 09:00:00,1.1082,1.10842,1.1074,1.10784,2858
2024-09-13 10:00:00,1.10785,1.10937,1.10726,1.10919,3879
2024-09-13 11:00:00,1.1092,1.10934,1.10853,1.10925,3488
2024-09-13 12:00:00,1.10926,1.11003,1.10878,1.10909,3594
2024-09-13 13:00:00,1.10908,1.10969,1.10863,1.109,3000
2024-09-13 14:00:00,1.10901,1.10926,1.10807,1.10832,3396
2024-09-13 15:00:00,1.10831,1.1093,1.10787,1.10929,5045
2024-09-13 16:00:00,1.1093,1.11014,1.10874,1.10934,6985
2024-09-13 17:00:00,1.10935,1.10947,1.1084,1.10887,7687
2024-09-13 18:00:00,1.10886,1.10914,1.10815,1.10842,4373
2024-09-13 19:00:00,1.10843,1.10846,1.10764,1.10835,3847
2024-09-13 20:00:00,1.10833,1.10855,1.10797,1.10811,2276
2024-09-13 21:00:00,1.1081,1.10841,1.10762,1.10775,2005
2024-09-13 22:00:00,1.10774,1.10808,1.10756,1.10774,2241
2024-09-13 23:00:00,1.10775,1.10778,1.10724,1.10743,1242
2024-09-16 00:00:00,1.10756,1.10782,1.10737,1.1076,495
2024-09-16 01:00:00,1.10758,1.10869,1.10752,1.10865,1155
2024-09-16 02:00:00,1.10864,1.1089,1.10844,1.10868,979
2024-09-16 03:00:00,1.10869,1.10919,1.10866,1.10889,1286
2024-09-16 04:00:00,1.1089,1.10921,1.1087,1.10873,1269
2024-09-16 05:00:00,1.10874,1.10906,1.10862,1.10886,894
2024-09-16 06:00:00,1.10887,1.11044,1.10875,1.11035,1682
2024-09-16 07:00:00,1.11034,1.11043,1.10964,1.10966,1405
2024-09-16 08:00:00,1.10965,1.10991,1.10952,1.1098,1018
2024-09-16 09:00:00,1.10979,1.11154,1.1097,1.11134,3114
2024-09-16 10:00:00,1.1113,1.11195,1.11091,1.11148,3444
2024-09-16 11:00:00,1.11149,1.11257,1.11134,1.11223,3560
2024-09-16 12:00:00,1.11224,1.11287,1.11176,1.11198,3261
2024-09-16 13:00:00,1.112,1.11277,1.11196,1.11216,2546
2024-09-16 14:00:00,1.11215,1.11252,1.11154,1.11235,2612
2024-09-16 15:00:00,1.11234,1.11323,1.1116,1.11249,5127
2024-09-16 16:00:00,1.11248,1.11371,1.11222,1.11293,5653
2024-09-16 17:00:00,1.11294,1.11302,1.11175,1.11232,4952
2024-09-16 18:00:00,1.1123,1.11238,1.11161,1.11221,3514
2024-09-16 19:00:00,1.1122,1.11296,1.1119,1.11285,3233
2024-09-16 20:00:00,1.11284,1.11294,1.11157,1.11231,2519
2024-09-16 21:00:00,1.11232,1.1124,1.11192,1.11204,2287
2024-09-16 22:00:00,1.11203,1.11293,1.11181,1.11285,1781
2024-09-16 23:00:00,1.11284,1.11331,1.11275,1.11311,1003
2024-09-17 00:00:00,1.11315,1.11317,1.11305,1.11311,351
2024-09-17 01:00:00,1.11308,1.11311,1.11264,1.11272,723
2024-09-17 02:00:00,1.11273,1.11296,1.11228,1.11287,1010
2024-09-17 03:00:00,1.11284,1.11308,1.11214,1.11223,1685
2024-09-17 04:00:00,1.11222,1.11291,1.11222,1.11272,1523
2024-09-17 05:00:00,1.11271,1.11292,1.11243,1.11267,1153
2024-09-17 06:00:00,1.11264,1.11279,1.11223,1.11234,1108
2024-09-17 07:00:00,1.11235,1.11241,1.11213,1.11239,933
2024-09-17 08:00:00,1.11238,1.11284,1.11215,1.11262,1208
2024-09-17 09:00:00,1.11264,1.11329,1.11205,1.11205,2681
2024-09-17 10:00:00,1.11204,1.11374,1.11153,1.11357,4166
2024-09-17 11:00:00,1.11356,1.11457,1.11325,1.11441,3220
2024-09-17 12:00:00,1.11441,1.11441,1.11342,1.11376,3401
2024-09-17 13:00:00,1.11375,1.11393,1.11312,1.11338,2530
2024-09-17 14:00:00,1.11337,1.11423,1.11296,1.11383,2715
2024-09-17 15:00:00,1.11384,1.11433,1.11173,1.11244,8769
2024-09-17 16:00:00,1.11243,1.11273,1.1111,1.11127,7669
2024-09-17 17:00:00,1.11128,1.11277,1.11128,1.11242,6988
2024-09-17 18:00:00,1.11244,1.11259,1.11148,1.11167,4594
2024-09-17 19:00:00,1.11166,1.11212,1.11146,1.11189,3930
2024-09-17 20:00:00,1.11188,1.11204,1.11105,1.11156,3388
2024-09-17 21:00:00,1.11155,1.11222,1.1115,1.11218,3121
2024-09-17 22:00:00,1.11219,1.11231,1.11143,1.11159,2555
2024-09-17 23:00:00,1.1116,1.11164,1.11121,1.11122,1308
2024-09-18 00:00:00,1.11112,1.11152,1.11112,1.11139,723
2024-09-18 01:00:00,1.11138,1.11183,1.11132,1.11176,572
2024-09-18 02:00:00,1.11175,1.11234,1.11175,1.11216,864
2024-09-18 03:00:00,1.11217,1.11282,1.11211,1.11265,1779
2024-09-18 04:00:00,1.11266,1.113,1.11248,1.11274,1600
2024-09-18 05:00:00,1.11275,1.11282,1.11243,1.11278,1029
2024-09-18 06:00:00,1.11277,1.11281,1.11249,1.11258,812
2024-09-18 07:00:00,1.11257,1.11259,1.11194,1.11194,700
2024-09-18 08:00:00,1.11193,1.11211,1.11171,1.11199,1002
2024-09-18 09:00:00,1.112,1.11256,1.11148,1.11182,3190
2024-09-18 10:00:00,1.11181,1.11309,1.1117,1.11309,3874
2024-09-18 11:00:00,1.11308,1.11328,1.11274,1.11292,3434
2024-09-18 12:00:00,1.11291,1.11394,1.11264,1.11375,3092
2024-09-18 13:00:00,1.11377,1.11382,1.11292,1.11293,2126
2024-09-18 14:00:00,1.11294,1.11297,1.11219,1.11242,2664
2024-09-18 15:00:00,1.11243,1.11281,1.11175,1.11219,3359
2024-09-18 16:00:00,1.1122,1.11393,1.11219,1.1135,4415
2024-09-18 17:00:00,1.11353,1.11358,1.11077,1.11176,5365
